timestamp,tear_id,linha,turno,batch_id,roll_number,fabric_type,temperatura,umidade,vibracao,velocidade_rpm,metros_produzidos,status
2025-11-05T21:11:19,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,27.3,62.1,1.23,1305,53,operando
2025-11-05T21:11:19,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,27.7,70.1,1.46,1291,44,operando
2025-11-05T21:11:19,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,28.4,68.7,2.28,1343,49,operando
2025-11-05T21:11:19,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,29.4,63.0,1.99,1314,45,operando
2025-11-05T21:11:19,POWERLOOM-05,Linha-C,Evening,800010,105,silk,27.6,70.6,1.02,1212,40,operando
2025-11-05T21:11:19,POWERLOOM-06,Linha-C,Evening,800011,106,linen,32.4,61.3,1.61,1290,55,operando
2025-11-05T21:11:49,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,24.6,57.2,1.0,1314,46,operando
2025-11-05T21:11:49,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,29.5,62.8,1.75,1316,42,operando
2025-11-05T21:11:49,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,32.9,69.9,2.59,1359,46,operando
2025-11-05T21:11:49,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,30.1,68.0,1.78,1231,50,operando
2025-11-05T21:11:49,POWERLOOM-05,Linha-C,Evening,800010,105,silk,29.7,69.4,0.97,1241,37,operando
2025-11-05T21:11:49,POWERLOOM-06,Linha-C,Evening,800011,106,linen,27.0,58.9,1.89,1216,38,operando
2025-11-05T21:12:19,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,25.4,64.1,1.24,1301,46,operando
2025-11-05T21:12:19,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,29.3,58.5,1.43,1382,46,operando
2025-11-05T21:12:19,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,30.5,66.3,2.62,1402,55,operando
2025-11-05T21:12:19,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,28.7,71.8,1.99,1370,51,operando
2025-11-05T21:12:19,POWERLOOM-05,Linha-C,Evening,800010,105,silk,26.0,68.5,1.08,1214,37,operando
2025-11-05T21:12:19,POWERLOOM-06,Linha-C,Evening,800011,106,linen,31.4,62.2,1.61,1363,46,operando
2025-11-05T21:12:49,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,33.1,59.0,1.16,1201,44,operando
2025-11-05T21:12:49,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,25.3,61.9,1.46,1304,51,operando
2025-11-05T21:12:49,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,29.7,71.8,2.35,1315,42,operando
2025-11-05T21:12:49,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,27.9,65.3,1.83,1275,41,operando
2025-11-05T21:12:49,POWERLOOM-05,Linha-C,Evening,800010,105,silk,28.1,76.5,1.32,1183,37,operando
2025-11-05T21:12:49,POWERLOOM-06,Linha-C,Evening,800011,106,linen,37.5,56.9,1.5,1255,48,operando
2025-11-05T21:13:19,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,28.3,60.7,1.21,1244,49,operando
2025-11-05T21:13:19,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,26.4,63.3,1.48,1312,49,operando
2025-11-05T21:13:19,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,33.3,71.3,2.33,1375,48,operando
2025-11-05T21:13:19,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,27.4,66.6,1.85,1314,45,operando
2025-11-05T21:13:19,POWERLOOM-05,Linha-C,Evening,800010,105,silk,26.6,73.4,0.89,1231,39,operando
2025-11-05T21:13:19,POWERLOOM-06,Linha-C,Evening,800011,106,linen,28.9,62.6,1.46,1279,45,operando
2025-11-05T21:13:49,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,22.3,64.2,1.36,1259,46,operando
2025-11-05T21:13:49,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,25.4,68.5,1.58,1277,45,operando
2025-11-05T21:13:49,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,34.4,72.9,2.43,1395,41,operando
2025-11-05T21:13:49,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,29.1,65.7,1.68,1282,52,operando
2025-11-05T21:13:49,POWERLOOM-05,Linha-C,Evening,800010,105,silk,27.1,73.8,0.84,1147,33,operando
2025-11-05T21:13:49,POWERLOOM-06,Linha-C,Evening,800011,106,linen,29.4,57.0,1.67,1371,43,operando
2025-11-05T21:14:19,POWERLOOM-01,Linha-A,Evening,800002,101,cotton,24.8,63.2,1.1,1229,50,operando
2025-11-05T21:14:19,POWERLOOM-02,Linha-A,Evening,800005,102,cotton,27.9,67.1,1.31,1304,45,operando
2025-11-05T21:14:19,POWERLOOM-03,Linha-B,Evening,800006,103,polyester,32.7,70.6,2.39,1340,45,operando
2025-11-05T21:14:19,POWERLOOM-04,Linha-B,Evening,800008,104,polyester,30.1,66.1,1.91,1361,49,operando
2025-11-05T21:14:19,POWERLOOM-05,Linha-C,Evening,800010,105,silk,23.6,66.8,0.78,1256,35,operando
2025-11-05T21:14:19,POWERLOOM-06,Linha-C,Evening,800011,106,linen,27.3,60.4,1.51,1261,49,operando
2025-11-05T21:14:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,28.6,59.1,1.19,1223,48,operando
2025-11-05T21:14:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,30.0,63.7,1.32,1325,43,operando
2025-11-05T21:14:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,30.9,68.3,2.56,1385,43,operando
2025-11-05T21:14:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,28.4,67.4,1.64,1273,51,operando
2025-11-05T21:14:49,POWERLOOM-05,Linha-C,Evening,800010,105,silk,24.2,69.7,1.03,1243,34,operando
2025-11-05T21:14:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,29.3,61.8,1.71,1334,46,operando
2025-11-05T21:15:19,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,23.0,61.7,1.16,1271,53,operando
2025-11-05T21:15:19,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,33.6,63.6,1.54,1269,46,operando
2025-11-05T21:15:19,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,29.1,67.2,2.64,1327,48,operando
2025-11-05T21:15:19,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,28.3,73.7,1.79,1324,51,operando
2025-11-05T21:15:19,POWERLOOM-05,Linha-C,Evening,800010,105,silk,26.8,73.9,1.17,1280,40,operando
2025-11-05T21:15:19,POWERLOOM-06,Linha-C,Evening,800011,111,linen,31.8,59.1,1.47,1299,44,operando
2025-11-05T21:15:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,29.0,61.3,0.97,1248,56,operando
2025-11-05T21:15:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,23.2,65.6,1.36,1372,52,operando
2025-11-05T21:15:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,31.6,68.7,2.48,1320,52,operando
2025-11-05T21:15:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,28.9,66.6,1.65,1289,53,operando
2025-11-05T21:15:49,POWERLOOM-05,Linha-C,Evening,800010,105,silk,25.3,76.8,1.23,1238,36,operando
2025-11-05T21:15:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,29.5,73.0,1.71,1379,52,operando
2025-11-05T21:16:19,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,26.4,60.0,0.91,1299,41,operando
2025-11-05T21:16:19,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,27.9,68.0,1.54,1319,41,operando
2025-11-05T21:16:19,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,32.1,67.9,2.62,1316,45,operando
2025-11-05T21:16:19,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,26.5,61.0,1.77,1329,48,operando
2025-11-05T21:16:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,25.4,71.2,0.9,1329,35,operando
2025-11-05T21:16:19,POWERLOOM-06,Linha-C,Evening,800011,111,linen,28.7,57.0,3.86,1300,51,alerta
2025-11-05T21:16:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,23.3,62.5,1.16,1343,48,operando
2025-11-05T21:16:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,26.8,67.1,1.71,1340,49,operando
2025-11-05T21:16:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,34.4,67.1,2.26,1318,42,operando
2025-11-05T21:16:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,30.3,66.9,2.14,1330,49,operando
2025-11-05T21:16:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,23.0,74.9,0.97,1220,32,operando
2025-11-05T21:16:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,28.0,61.7,1.53,1341,49,operando
2025-11-05T21:17:19,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,26.7,61.5,0.99,1313,45,operando
2025-11-05T21:17:19,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,28.2,68.7,1.44,1347,42,operando
2025-11-05T21:17:19,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,31.3,67.4,2.37,1258,47,operando
2025-11-05T21:17:19,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,29.4,70.8,1.67,1292,48,operando
2025-11-05T21:17:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,32.9,67.2,1.0,1208,33,operando
2025-11-05T21:17:19,POWERLOOM-06,Linha-C,Evening,800011,111,linen,30.8,58.0,1.37,1292,52,operando
2025-11-05T21:17:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,25.7,65.4,1.29,1273,44,operando
2025-11-05T21:17:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,26.8,65.1,1.31,1218,46,operando
2025-11-05T21:17:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,34.2,69.5,2.61,1463,47,operando
2025-11-05T21:17:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,26.6,65.2,1.69,1330,44,operando
2025-11-05T21:17:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,26.7,73.8,1.0,1211,31,operando
2025-11-05T21:17:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,29.1,56.2,1.81,1275,50,operando
2025-11-05T21:18:19,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,26.8,59.3,1.29,1237,49,operando
2025-11-05T21:18:19,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,22.5,67.4,1.82,1310,47,operando
2025-11-05T21:18:19,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,34.3,66.2,2.77,1364,48,operando
2025-11-05T21:18:19,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,27.0,66.3,2.03,1304,54,operando
2025-11-05T21:18:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,28.0,72.6,1.08,1226,43,operando
2025-11-05T21:18:19,POWERLOOM-06,Linha-C,Evening,800011,111,linen,28.1,60.3,1.66,1334,47,operando
2025-11-05T21:18:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,28.5,66.1,1.26,1281,45,operando
2025-11-05T21:18:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,28.1,68.1,1.42,1350,53,operando
2025-11-05T21:18:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,33.2,68.4,2.4,1332,41,operando
2025-11-05T21:18:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,25.1,66.9,1.78,1360,48,operando
2025-11-05T21:18:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,28.6,72.4,0.98,1207,38,operando
2025-11-05T21:18:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,26.0,57.5,1.54,1303,48,operando
2025-11-05T21:19:19,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,26.6,66.0,1.07,1254,48,operando
2025-11-05T21:19:19,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,25.8,67.2,1.76,1308,50,operando
2025-11-05T21:19:19,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,33.2,72.9,2.38,1338,50,operando
2025-11-05T21:19:19,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,30.4,68.0,1.92,1336,51,operando
2025-11-05T21:19:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,22.9,71.0,1.07,1241,35,operando
2025-11-05T21:19:19,POWERLOOM-06,Linha-C,Evening,800011,111,linen,29.2,61.0,1.53,1277,45,operando
2025-11-05T21:19:49,POWERLOOM-01,Linha-A,Evening,800002,107,cotton,26.6,64.0,3.1,1329,45,alerta
2025-11-05T21:19:49,POWERLOOM-02,Linha-A,Evening,800005,108,cotton,27.3,63.2,1.45,1378,41,operando
2025-11-05T21:19:49,POWERLOOM-03,Linha-B,Evening,800006,109,polyester,35.2,66.9,2.67,1356,51,operando
2025-11-05T21:19:49,POWERLOOM-04,Linha-B,Evening,800012,110,polyester,28.6,68.4,1.51,1317,40,operando
2025-11-05T21:19:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,23.0,74.6,1.16,1248,38,operando
2025-11-05T21:19:49,POWERLOOM-06,Linha-C,Evening,800011,111,linen,27.0,59.5,3.99,1233,45,alerta
2025-11-05T21:20:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,26.7,58.6,1.25,1292,45,operando
2025-11-05T21:20:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,28.7,67.7,1.47,1367,46,operando
2025-11-05T21:20:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,33.6,73.5,2.67,1338,49,operando
2025-11-05T21:20:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,26.2,71.4,1.93,1351,52,operando
2025-11-05T21:20:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,26.6,71.3,1.0,1270,38,operando
2025-11-05T21:20:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,28.3,61.0,1.47,1257,42,operando
2025-11-05T21:20:49,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,25.8,62.4,0.97,1274,44,operando
2025-11-05T21:20:49,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,27.0,64.8,1.38,1307,48,operando
2025-11-05T21:20:49,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,29.3,72.8,2.53,1334,52,operando
2025-11-05T21:20:49,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,30.5,64.3,1.93,1432,49,operando
2025-11-05T21:20:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,24.1,71.7,0.96,1190,27,operando
2025-11-05T21:20:49,POWERLOOM-06,Linha-C,Evening,800011,117,linen,29.1,65.5,1.67,1260,42,operando
2025-11-05T21:21:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,28.5,62.6,1.16,1250,52,operando
2025-11-05T21:21:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,26.2,66.8,1.41,1290,49,operando
2025-11-05T21:21:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,33.9,74.2,2.75,1289,50,operando
2025-11-05T21:21:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,29.3,67.4,1.94,1337,46,operando
2025-11-05T21:21:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,23.0,71.3,1.0,1202,42,operando
2025-11-05T21:21:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,30.3,56.8,1.8,1300,47,operando
2025-11-05T21:21:49,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,27.7,57.8,1.26,1263,49,operando
2025-11-05T21:21:49,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,29.8,68.4,1.71,1311,49,operando
2025-11-05T21:21:49,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,34.9,77.5,2.54,1415,49,operando
2025-11-05T21:21:49,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,33.4,66.4,1.67,1401,38,operando
2025-11-05T21:21:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,21.4,72.5,0.93,1194,43,operando
2025-11-05T21:21:49,POWERLOOM-06,Linha-C,Evening,800011,117,linen,28.2,63.5,1.68,1264,51,operando
2025-11-05T21:22:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,27.6,62.5,1.03,1262,42,operando
2025-11-05T21:22:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,29.1,66.9,1.78,1313,51,operando
2025-11-05T21:22:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,29.7,72.1,2.61,1313,49,operando
2025-11-05T21:22:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,30.4,65.1,1.82,1315,50,operando
2025-11-05T21:22:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,26.6,71.6,0.87,1215,29,operando
2025-11-05T21:22:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,29.3,60.6,1.57,1221,49,operando
2025-11-05T21:22:49,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,28.0,59.4,1.03,1288,39,operando
2025-11-05T21:22:49,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,25.8,67.6,1.28,1347,49,operando
2025-11-05T21:22:49,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,30.5,70.8,4.17,1358,50,alerta
2025-11-05T21:22:49,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,32.2,66.2,1.73,1351,50,operando
2025-11-05T21:22:49,POWERLOOM-05,Linha-C,Evening,800010,112,silk,24.3,68.6,0.91,1267,36,operando
2025-11-05T21:22:49,POWERLOOM-06,Linha-C,Evening,800011,117,linen,26.6,59.7,1.55,1243,43,operando
2025-11-05T21:23:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,24.0,63.3,1.35,1299,41,operando
2025-11-05T21:23:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,24.6,65.9,1.3,1330,48,operando
2025-11-05T21:23:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,32.7,72.4,2.6,1372,48,operando
2025-11-05T21:23:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,28.5,66.4,1.92,1351,36,operando
2025-11-05T21:23:19,POWERLOOM-05,Linha-C,Evening,800010,112,silk,29.1,72.1,1.1,1205,33,operando
2025-11-05T21:23:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,29.0,59.6,1.58,1220,45,operando
2025-11-05T21:23:49,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,28.0,60.6,1.08,1248,50,operando
2025-11-05T21:23:49,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,23.9,68.2,1.6,1311,40,operando
2025-11-05T21:23:49,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,33.6,66.8,2.47,1431,49,operando
2025-11-05T21:23:49,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,27.7,69.2,1.97,1300,46,operando
2025-11-05T21:23:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,26.2,70.3,0.79,1261,36,operando
2025-11-05T21:23:49,POWERLOOM-06,Linha-C,Evening,800011,117,linen,31.4,73.9,1.64,1275,55,operando
2025-11-05T21:24:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,23.5,62.1,1.13,1338,50,operando
2025-11-05T21:24:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,26.5,62.9,1.27,1214,49,operando
2025-11-05T21:24:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,33.0,69.5,2.63,1363,42,operando
2025-11-05T21:24:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,29.8,66.1,1.69,1300,47,operando
2025-11-05T21:24:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,26.7,74.9,0.75,1203,36,operando
2025-11-05T21:24:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,27.8,60.9,1.37,1295,53,operando
2025-11-05T21:24:49,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,28.8,60.3,1.26,1275,48,operando
2025-11-05T21:24:49,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,28.1,65.0,1.56,1365,52,operando
2025-11-05T21:24:49,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,29.9,72.1,2.36,1340,54,operando
2025-11-05T21:24:49,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,28.4,66.6,1.73,1347,45,operando
2025-11-05T21:24:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,22.9,68.9,0.52,1213,38,operando
2025-11-05T21:24:49,POWERLOOM-06,Linha-C,Evening,800011,117,linen,29.1,61.0,1.8,1311,44,operando
2025-11-05T21:25:19,POWERLOOM-01,Linha-A,Evening,800002,113,cotton,24.2,58.7,1.09,1286,48,operando
2025-11-05T21:25:19,POWERLOOM-02,Linha-A,Evening,800005,114,cotton,24.8,62.1,1.61,1338,47,operando
2025-11-05T21:25:19,POWERLOOM-03,Linha-B,Evening,800015,115,polyester,31.5,68.6,2.91,1318,44,operando
2025-11-05T21:25:19,POWERLOOM-04,Linha-B,Evening,800012,116,polyester,30.3,68.6,1.8,1365,52,operando
2025-11-05T21:25:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,25.5,69.7,0.89,1261,42,operando
2025-11-05T21:25:19,POWERLOOM-06,Linha-C,Evening,800011,117,linen,28.2,57.7,1.61,1286,42,operando
2025-11-05T21:25:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,27.0,63.3,1.05,1264,38,operando
2025-11-05T21:25:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,29.8,59.0,1.53,1319,45,operando
2025-11-05T21:25:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,33.7,74.4,2.39,1405,50,operando
2025-11-05T21:25:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,29.3,66.0,1.6,1264,51,operando
2025-11-05T21:25:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,26.8,73.9,0.93,1238,40,operando
2025-11-05T21:25:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,25.3,58.6,1.71,1272,41,operando
2025-11-05T21:26:19,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,25.7,59.8,1.05,1273,48,operando
2025-11-05T21:26:19,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,25.8,66.2,1.45,1278,40,operando
2025-11-05T21:26:19,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,34.0,67.4,2.6,1292,48,operando
2025-11-05T21:26:19,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,29.9,68.5,2.11,1350,42,operando
2025-11-05T21:26:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,18.4,76.0,1.04,1186,38,operando
2025-11-05T21:26:19,POWERLOOM-06,Linha-C,Evening,800011,123,linen,25.0,55.8,1.75,1271,44,operando
2025-11-05T21:26:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,26.2,61.5,1.18,1221,45,operando
2025-11-05T21:26:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,34.5,67.3,1.48,1314,43,operando
2025-11-05T21:26:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,30.3,75.2,2.37,1338,43,operando
2025-11-05T21:26:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,28.6,69.1,1.95,1313,50,operando
2025-11-05T21:26:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,24.6,68.6,0.76,1244,36,operando
2025-11-05T21:26:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,27.8,61.4,1.66,1240,46,operando
2025-11-05T21:27:19,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,24.1,58.9,1.06,1293,55,operando
2025-11-05T21:27:19,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,24.1,59.8,1.37,1338,48,operando
2025-11-05T21:27:19,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,36.3,64.0,2.56,1354,47,operando
2025-11-05T21:27:19,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,29.6,66.1,1.91,1386,47,operando
2025-11-05T21:27:19,POWERLOOM-05,Linha-C,Evening,800010,118,silk,25.9,76.4,1.14,1239,34,operando
2025-11-05T21:27:19,POWERLOOM-06,Linha-C,Evening,800011,123,linen,28.5,67.1,1.45,1251,48,operando
2025-11-05T21:27:49,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,26.5,62.8,1.15,1281,45,operando
2025-11-05T21:27:49,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,27.0,69.4,1.29,1313,45,operando
2025-11-05T21:27:49,POWERLOOM-03,Linha-B,Evening,800015,121,polyester,29.5,68.9,2.51,1334,51,operando
2025-11-05T21:27:49,POWERLOOM-04,Linha-B,Evening,800012,122,polyester,33.0,66.0,1.88,1402,45,operando
2025-11-05T21:27:49,POWERLOOM-05,Linha-C,Evening,800010,118,silk,25.5,73.3,1.0,1251,34,operando
2025-11-05T21:27:49,POWERLOOM-06,Linha-C,Evening,800011,123,linen,26.4,60.1,1.79,1247,48,operando
2025-11-05T21:28:19,POWERLOOM-01,Linha-A,Evening,800002,119,cotton,26.5,55.4,1.07,1262,48,operando
2025-11-05T21:28:19,POWERLOOM-02,Linha-A,Evening,800017,120,cotton,25.0,68.0,1.52,1315,49,operando
